,id,coco_url,caption_0,caption_1,caption_2,caption_3,caption_4,caption_5,caption_6
1158,136334,http://images.cocodataset.org/val2017/000000136334.jpg,A person skiing next to blue check points.,A person riding skis down a snow covered slope past a flag.,a man skiing down the mountain slope on skis,A person that is snowboarding in some snow.,A person skiing down a hill maneuvers around a flag. ,,
1159,136355,http://images.cocodataset.org/val2017/000000136355.jpg,A kitchen with wooden furniture and a vase filled with red flowers.,A vase of flowers on a dining table.,A kitchen with a bright window and house plants,A kitchen table and chairs with greenery and tulips.,a bright kitchen with tulips on the table and plants by the window ,,
1160,136466,http://images.cocodataset.org/val2017/000000136466.jpg,A white stove top oven with two tea pots on top of it.,"An oven with a stove top, a teapot and another pot sitting on top.",an oven with a pot and kettle on top ,White stove with pot and kettle on top and the light on in the oven.,a stove with a tea kettle and cooking pot on top,,
1161,136600,http://images.cocodataset.org/val2017/000000136600.jpg,A laptop computer sitting on top of a wooden desk.,Three jars are on a desk above a laptop.,A laptop computer is surrounded by jars and candles.,A desk with a laptop and jars and candles.,A lap top sits on a small desk with jars and candles around it,,
1162,136633,http://images.cocodataset.org/val2017/000000136633.jpg,An umbrella is opened over a table at an outdoor market. ,A woman walks under an umbrella next to a food stand,An open air market with a variety of foods for sale.,A market street with various goods on display under an umbrella.,Outdoor market with many vegetables and food available,,
1163,136715,http://images.cocodataset.org/val2017/000000136715.jpg,A sheriff riding a motorcycle in a parade.,A police officer on a motorcycle drives through a parade.,A man on a motorbike rides down the street.,A policeman on a motorcycle leads the way in a parade.,The officer is riding his motorcycle in a busy street.,,
1164,136772,http://images.cocodataset.org/val2017/000000136772.jpg,A lot of strawberries and oranges sitting in a bowl,A bowl sitting on a table filled with fruit.,a small bowl of fruit on a table ,A glass bowl of chopped oranges and strawberries,A glass bowl contains peeled tangerines and cut strawberries.,,
1165,136915,http://images.cocodataset.org/val2017/000000136915.jpg,A man standing with a baseball bat in a room.,a guy showing another guy a base ball bat,A man looking down at a baseball bat that he is holding in his hands ,A man is holding a baseball bat next to a Military dressed man. ,A man who is looking at a baseball bat.,,
1166,137106,http://images.cocodataset.org/val2017/000000137106.jpg,it looks like a hand of a small child with pink and white top,a baby's hand is holding on to the bed sheets,A child's hand holding onto a white counter top.,a hand of a person wearing a pink and white shirt ,a person holds their hand on a bed,,
1167,137246,http://images.cocodataset.org/val2017/000000137246.jpg,A woman in brown shirt holding a hotdog by tables with umbrellas.,A lady holding a hotdog in an outside eating area.,A woman is holding a hot dog during the day.,A lady eating a hot dog with one bite taken from it.,A woman holding a hot dog on the street.,,
1168,137294,http://images.cocodataset.org/val2017/000000137294.jpg,a man outside cooking at an event and serving customers,A man is cooking in an outdoor state of the art commercial looking oven in the midst of a farm.,A gentleman is removing food from a cooker in a yard.,A man reaching into a freezer while standing next to a woman in a park.,Man placing an item in an outdoor oven on a farm,,
1169,137576,http://images.cocodataset.org/val2017/000000137576.jpg,A dairy cow sticking its tongue out from inside its stall.,there are many cows that are in this barn,A group of cows in a fenced in area.,"All of the cows are poking their heads out, eating some hay. ",Penned cows eating hay in indoor facility area.,,
1170,137727,http://images.cocodataset.org/val2017/000000137727.jpg,A high-speed passenger train is being loaded with luggage. ,a cargo truck is loading a train with luggage,A motorized cart fills a train with luggage,A pile of luggage rests outside of a train.,A passenger train parked next to a platform.,,
1171,137950,http://images.cocodataset.org/val2017/000000137950.jpg,A plane flies through the sky above some trees. ,A plane flying over several houses and lots of trees. ,an airplane is flying over some trees and buildings,An old photo of a small plane in the air.,"A tri-motor, vintage airplane on final approach to land.",,
1172,138115,http://images.cocodataset.org/val2017/000000138115.jpg,A man purses his lips while holding up an orange in front of his face.,A man puckering his lips holding an orange,Bald man making a face and pursing lips looking at orange.,An old man making duck lips while holding an orange.,A man puckers up as he holds a large orange in his hand.,,
1173,138241,http://images.cocodataset.org/val2017/000000138241.jpg,Three plates of food showing a meal in the shape of log covered with vegetables. ,A burrito sitting on top of a white plate.,Several different plates with food served on them.,two plates each with a fajita with meat and vegetables.,Plates of food have a tortillas and meat on them.,,
1174,138492,http://images.cocodataset.org/val2017/000000138492.jpg,A dog catching a purple Frisbee in it's mouth on a green grass covered field.,A black and white dog catching a blue flying disc,A black and white dog jumping up catching a Frisbee.,A dog is reaching up to grab a Frisbee in his mouth.,an image of a dog playing with a frisbee,,
1175,138550,http://images.cocodataset.org/val2017/000000138550.jpg,there is a red fire hydrant on a street between two identical white poles,AN IMAGE OF A FIRED HYDRANT ON THE STREET,an orange fire hydrant between two white poles on the side of a sidewalk,A fire hydrant sits on a sidewalk next to a fence. ,Orange fire hydrant on the sidewalk in a commercial area,,
1176,138639,http://images.cocodataset.org/val2017/000000138639.jpg,BRICK PAVED STREET WITH A VERY UNIQUE DESIGN,"A city view with buildings, bikers and walkers.  ","People in cars, on bikes, and walking near city buildings.",Urban downtown city center with a bicyclist. and pedestrians ,A group of men standing on the side of a street.,,
1177,138819,http://images.cocodataset.org/val2017/000000138819.jpg,The view of a bathroom with a wall mounted sink.,A bathroom sink beside a toilet and blue trashcan.,"A white sink in a small, tiled bathroom.","A bathroom has a sink, toilet, and trash can in it.  ",Within a bathroom with a sink in the foreground.,,
1178,138856,http://images.cocodataset.org/val2017/000000138856.jpg,some kind of bread that is on a pan,A large round piece of bread on a metal pan.,A loaf of freshly baked artisan bread. ,A loaf of bread hits on top of an oven.,a loaf of bread is sitting on top of a oven,,
1179,138954,http://images.cocodataset.org/val2017/000000138954.jpg,"A plate of apples, cucumbers, tuna and peas sitting on a table.","The plate has sliced zucchinis, sliced apples, and diced meats.",A white plate on top of a table topped with fruits and vegetables.,A large plate of sliced peaches and cucumbers.,Slices of food are arranged around food piled on a plate.,,
1180,138979,http://images.cocodataset.org/val2017/000000138979.jpg,An SUV is driving past a city bus that is letting passengers on.,a bus stops to load and unload passengers,A bus is stopped to let a passenger get on.,A large white bus sitting in front of a tall building.,A bus boarding at a curb near a drug store. ,,
1181,139077,http://images.cocodataset.org/val2017/000000139077.jpg,A young boy holding a Nintendo Wii game controller.,A boy stands in front of a TV in a living room.,a little kid playing a game with the wii driving remote,A small child stands in front of a television playing a video game.,a kid with a remote playing video game,,
1182,139099,http://images.cocodataset.org/val2017/000000139099.jpg,A person on a motorcycle talking to a person with a watermelon.,A street scene with a person on a motorcycle.,A woman is showing a watermelon slice to a woman on a scooter.,a person on a motorcycle along a farmers market,People at a veggie and fruit market looking at the merchandise.,,
